Date,Ticker,Headline,Description
2019-04-16,GS,Goldman Sachs to layoff 98 bank employees in New York,"Goldman Sachs Group Inc plans to lay off nearly 100 employees in New York in the coming months, according to a filing the bank made with New York state that was made public on Monday."
2019-04-15,BA,"Trump urges 'rebrand' of 737 MAX, Boeing has other ideas","U.S. President Donald Trump on Monday urged Boeing Co to ""rebrand"" its 737 MAX jetliner following two fatal crashes, but the planemaker said it was focused on fixing the problem and brainstorming over next steps to win back public trust."
2019-04-15,BA,"U.S. airlines face too many travelers, too few planes in 737 MAX summer dilemma","Normally, U.S. airlines compete to sell tickets and fill seats during the peak summer travel season. But operators of the grounded Boeing 737 MAX are facing a different problem: scarce planes and booming demand."
2019-04-15,BA,"Boeing sees me as its 'piggy bank', Lion Air co-founder says","The co-founder of Indonesia's Lion Air, one of two airlines that lost passengers and crew in recent crashes involving the 737 MAX, has lashed out at Boeing's handling of the accidents as the potential business fallout from the jet's grounding intensifies."
2019-04-15,BA,United Continental pulls 737 MAX flights out of schedule,"United Continental Holdings Inc said on Monday it had pulled Boeing Co's 737 MAX flights out of its schedule through early July, following similar moves by rivals American Airlines Group Inc and Southwest Airlines Co."
2019-04-15,BA,Boeing says pilots to play pivotal role winning back public trust in MAX,"Boeing Co has started brainstorming with its airline customers over ways to win back public trust in the 737 MAX brand, with pilots expected to play a pivotal role in the process, an executive told Reuters on Monday."
2019-04-15,WTO,"Canada to fight 'unfair' U.S. lumber duties, appeal WTO ruling","Canada will appeal last week's decision by a World Trade Organization (WTO) panel to allow the United States to use ""zeroing"" to calculate lumber anti-dumping tariffs, Foreign Minister Chrystia Freeland said on Monday."
2019-04-15,GS,Goldman offers fresh details on overhaul progress as revenue slides,"Goldman Sachs Group Inc offered new tidbits about its sweeping operational overhaul when reporting first-quarter results on Monday, but investors focused on revenue declines across nearly all its main businesses, sending shares lower."
2019-04-15,AAPL,Exclusive: Foxconn chairman Gou aims to step down to pave way for younger talent,"The chairman of Taiwan's Foxconn, an assembler of Apple Inc's iPhones, said on Monday he plans to step down in the coming months to pave the way for younger talent to move up the company's ranks."
2019-04-15,AMZN,Spotify shares fall on report Amazon in talks to launch ad-supported music offering,"Shares of Spotify Technology SA fell 4 percent on Monday after a report said Amazon.com Inc was in talks to launch a free ad-supported music service, which is expected to intensify competition for the music streaming leader."
2019-04-15,CSFS,Credit Suisse aims to take control of China securities venture,"Credit Suisse has agreed to take majority control of Chinese securities venture Credit Suisse Founder Securities Ltd (CSFS), boosting its stake to 51 percent from 33.3 percent via a capital injection, the Swiss bank said on Monday."
2019-04-15,AAPL,"Apple, allies seek billions in U.S. trial testing Qualcomm's business model","Apple Inc and its allies on Monday will kick off a jury trial against chip supplier Qualcomm Inc in San Diego, alleging that Qualcomm engaged in illegal patent licensing practices and seeking up to $27 billion in damages."
2019-04-15,BAC,"AB InBev enrolls Citi, BAML to work on $5 billion Asia IPO: sources","Anheuser-Busch InBev has enlisted Citigroup and Bank of America Merrill Lynch (BAML) to the team of banks working on the sale of its Asia-Pacific business, three people with direct knowledge of the matter told Reuters."
2019-04-15,BAML,"AB InBev enrolls Citi, BAML to work on $5 billion Asia IPO: sources","Anheuser-Busch InBev has enlisted Citigroup and Bank of America Merrill Lynch (BAML) to the team of banks working on the sale of its Asia-Pacific business, three people with direct knowledge of the matter told Reuters."
2019-04-15,ISS,Shareholder adviser ISS opposes free pass for UBS bosses after tax ruling,"UBS shareholders should oppose discharging the board and top management of Switzerland's biggest bank from liability after a guilty verdict in a French tax evasion case, proxy adviser Institutional Shareholder Services (ISS) said."
2019-04-15,BA,UK firm sees 737 MAX crisis wiping $12 billion off Boeing brand value,"Negative publicity over the grounding of Boeing's 737 MAX jet following two fatal accidents is set to wipe $12 billion off the value of the planemaker's brand, Brand Finance said."
2019-04-15,META,"EU approves tougher EU copyright rules in blow to Google, Facebook",Google will have to pay publishers for news snippets and Facebook filter out protected content under new copyright rules aimed at ensuring fair compensation for the European Union's $1 trillion creative industries.
2019-04-15,GOOGL,"EU approves tougher EU copyright rules in blow to Google, Facebook",Google will have to pay publishers for news snippets and Facebook filter out protected content under new copyright rules aimed at ensuring fair compensation for the European Union's $1 trillion creative industries.
2019-04-15,SKI,Volkswagen pushes battery partners to build Gigafactories,"Volkswagen is pushing its joint venture partners including SK Innovation (SKI) to build electric car battery plants which have at least one Gigawatt manufacturing capacity, Chief Executive Herbert Diess told Reuters."
2019-04-14,META,"Facebook, Instagram and WhatsApp working again after outages","Facebook Inc said it restored services on Sunday after some users could not access its social networking site, photo-sharing network Instagram and messaging app WhatsApp."
2019-04-14,BA,American Airlines extends Boeing 737 MAX cancellations through August 19,"American Airlines Group Inc said on Sunday it is extending Boeing Co 737 MAX cancellations through Aug. 19, leading to about 115 daily canceled flights, or 1.5 percent of its daily summer flying schedule."
2019-04-13,MSFT,World's largest plane makes first flight over California,"The world's largest aircraft took off over the Mojave Desert in California on Saturday, the first flight for the carbon-composite plane built by Stratolaunch Systems Corp, started by late Microsoft co-founder Paul Allen, as the company enters the lucrative private space market."
2019-04-13,BA,"FAA meets with U.S. airlines, pilot unions on Boeing 737 MAX",The Federal Aviation Administration met for three hours on Friday with representatives from the three major U.S. airlines that own now grounded Boeing 737 MAX jets and their pilots' unions to discuss two fatal crashes and the path forward.
2019-04-13,WMT,"FDA pulls up Walmart, Kroger, others for selling tobacco to minors","The U.S. Food and Drug Administration (FDA) said on Friday it has sent letters to Walmart Inc, Kroger Co and 10 other convenience store chains for selling tobacco products to minors."
2019-04-13,FDA,"FDA pulls up Walmart, Kroger, others for selling tobacco to minors","The U.S. Food and Drug Administration (FDA) said on Friday it has sent letters to Walmart Inc, Kroger Co and 10 other convenience store chains for selling tobacco products to minors."
2019-04-12,META,Facebook spends $22.6 million to keep Mark Zuckerberg safe,"Facebook Inc more than doubled the money it spent on Chief Executive Officer Mark Zuckerberg's security in 2018 to $22.6 million, a regulatory filing showed on Friday."
2019-04-12,JPM,S&P 500 closes near record high as earnings season begins in earnest,"U.S. stocks closed near record highs on Friday after the largest U.S. bank, JPMorgan Chase & Co, soothed worries that the first-quarter earnings season would dampen Wall Street's big rally back from last year's slump."
2019-04-12,DIS,"Disney unveils price, launch date for big streaming push",Walt Disney Co priced its highly anticipated streaming video service below Netflix in an aggressive move to challenge the dominant streaming service and entice families to buy yet another monthly subscription.
